IF184402,Mon10am,IF-101
IF184401,Wed1pm,IF-101
IF184405,Mon1pm,IF-101
IF184403,Mon7am,IF-101
IF184404,Tue10am,IF-101
IF184406,Wed10am,IF-101
IF184604,Mon4pm,IF-101
IF184601,Mon4pm,IF-102
IF184605,Mon4pm,IF-103
IF184606,Tue1pm,IF-101
